professors_list,ratings_list,subjects_list,difficulty_list,link_list
Paul Erekuff,3.4,Philosophy,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1729158
Elena Jannell,1.0,Psychology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1731330
Elham Chishty,4.0,Psychology,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1742219
Oona Hatton,4.3,Theater,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1749292
Trung Nguyen,4.9,Mathematics,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1769448
Andrew Wise,4.3,Mathematics,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1773772
Anthony Chuma,3.3,Chemistry,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1776287
Mark Padilla,4.3,Science,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1780925
Julianne Martyn,5.0,Education,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1784152
Scott Warfe,4.2,English,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1786151
Biliana Stremska,4.5,Architecture,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1790399
Ted Blair,4.8,Political Science,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1792688
Rosie Prieto,4.0,Art History,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1793211
John Henry,4.9,Engineering,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1793810
Susan Brown,4.0,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1801896
William Oye,4.7,Psychology,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1805688
Susan Skilton,3.1,Languages,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1807620
Rachid Allata,3.3,Music,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1821692
Zaid Shlah,1.5,English,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1822774
Martin Duwe,4.3,Political Science,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1823139
Laura Brager,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1826010
Herbert Wong,2.5,Psychology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1826945
Nicole Griffin,4.2,English,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1828839
Brandon Fitzgerald,2.5,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1828862
Rosa Nguyen,3.0,Chemistry,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1828985
Anthony Ryan,2.5,Art,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1829022
Tony Bernacchi,4.9,Communication,1.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1830410
Nicole Diestler,5.0,Theater,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1831780
Sunshine Kirst,4.3,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1833240
Joanne Taylor,3.4,Humanities,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1833526
Erin Freschi,4.5,Education,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1838660
Tanya Sleiman,3.8,Film,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1845693
Stephanie Foley,5.0,Counseling,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1855971
Charles Gluchowski,2.3,Chemistry,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856697
Aaron Tremaine,5.0,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1859167
Nathan Haese,3.4,Chemistry,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1860922
Ravi Sincerny,4.5,Criminal Justice,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1863908
Sin Gieng,3.5,Nutrition,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1865117
Pauline Homsi Vinson,4.5,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1865821
Ian McIver,4.4,Film,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1867100
Jill Schutz,4.9,English,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1868051
Gabrielle Myers,4.3,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1869069
Stephanie Espinoza,4.3,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1871622
Preston Smith,3.4,Mathematics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1873724
Lakshmi Amarachinta,4.4,Computer Science,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1874250
Katrina Wono,4.2,Mathematics,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1876311
Elena Alvarado-Strasser,4.8,Social Science,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1877469
Erin Holzer,2.6,English,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880386
Jeuel Wilkerson,4.7,Philosophy,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880632
Constanze Weyhenmeyer,2.7,Geology,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1895784
Christina Xydas,4.9,Communication,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1896817
Linda Sanders,3.7,Biology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1897548
Sneha Dutta,2.5,Sociology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1898162
Gamez Aida,4.2,Art,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1898449
Ozlem Guclu,4.3,Mathematics,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1898602
Donna Orviss,4.5,Health Science,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1902274
Marin Djendjinovic,5.0,Physics,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1903357
Cheryl Mackey,4.9,Social Science,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1903360
Marilyn Vogel,1.7,Geography,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1903792
Will Springhorn,4.3,Theater,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904149
Haley Pollack,4.5,Social Science,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904406
Selin Apak,4.7,Mathematics,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1905930
Daniel Smith-Rowsey,4.0,Humanities,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1907052
Michael Holmes,5.0,Biology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1909094
Willard Hoskins,4.2,Mathematics,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1909520
Kaki Logan,4.1,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1914011
Rokeya Khan,1.5,Economics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1918830
Reeta Hernes,4.8,Psychology,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1919888
Todd Gullion,0.0,Philosophy,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1923569
Rob Peters,0.0,Counseling Career Planning,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1925481
MaryAnn Carrick,4.3,Mathematics,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1927332
Brett Schofield,3.8,Biology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1936242
Jenny Moore,2.6,English,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1936631
Shan Masuda,2.3,Architecture,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1936770
Pam Uzzell,4.5,Theater,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1937682
Cheryl Mortimer,2.2,Economics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1939865
Lynden Krause,3.7,History,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1942252
Amer Ariam,3.8,Political Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1948361
Andy Crockett,3.4,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1948791
Vanessa Forcari,4.4,Communication,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1949573
Jamil Hellu,4.6,Art,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1949689
Denise Colby,4.5,Chemistry,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1951403
Victoria Robertson,4.5,Languages,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1955761
Fritz Wilhelm,2.0,Physics,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1955803
Joel Leigh,4.3,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1956532
Rosita Harvey,2.7,English,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1956882
Johny Khalilieh,4.9,Mathematics,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1958986
Annelise Wunderlich,3.4,Film,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1959669
Maura Rabbette,4.1,Arts Sciences,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1959687
rob richert,4.8,Film,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1962182
Kaushayla Ekanayake,4.7,Science,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1963795
Wendy Holt,4.7,Health Science,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1964341
J. Rogers,4.9,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1965070
Andrew Nichols,4.6,English,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1965218
Erin McAdams,5.0,Music,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1968567
Laurie Phillips,4.6,English,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1971850
Deya Hill,4.2,Education,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1972587
Catherine Warren,5.0,Psychology,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1973604
Cristoforo Forsyth,3.2,Political Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1974973
Mark Anderson,4.1,English,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1976370
Mark Grabiner,4.8,Biology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1976904
Jennifer Brock,3.1,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1977434
Basudha Sengupta,5.0,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1978882
Carol Okay,0.0,Counseling,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1982963
Helen Scheer,4.3,Film,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985599
Sue Handy,2.5,Social Science,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1986248
Mei Tsai,1.3,Mathematics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1986463
Kimberlee Staking,4.4,Sociology,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1986604
Daniel Lopez,3.5,Communication,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1986765
Erika Crowell Altobelli,0.0,Sociology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1992896
Alvin Buana,2.9,Biology,1.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1993236
Williams Evans,0.0,Sociology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1993731
Binod Dhakal,2.4,Physics,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1996326
Noorullah Wardak,3.8,Mathematics,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2001416
Michael Ghebreab,1.7,Chemistry,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2003869
Jasolyn Harris,3.9,Sociology,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2004503
Mary Mazzocco,4.2,Journalism,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2006287
Patricia Rowe,3.1,Business,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2007286
Bertram Pinsky,2.7,Physics,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2007378
Daniel Kiely,5.0,Library,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2007477
Valeria Martinovic,2.3,Chemistry,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2009700
Glenn Willis,1.0,English,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2010851
Catherine Jester,0.0,Counseling Career Planning,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2015105
Kimberly Taugher,4.5,Science,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2017985
Patrick Smith,4.5,Philosophy,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018425
Amy Wilson,4.8,Art,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018774
Heather Adams,3.8,Psychology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2023042
Todd Farr,0.0,Counseling Career Planning,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2026155
Paul Cruel,3.2,Engineering,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2029230
Rosa Cabrera,2.8,English,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2030380
Lynn Wallock,4.0,Health Science,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2031594
Jeff Chon,3.8,English,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2034473
Ariana Holley,0.0,History,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2035127
Amit Singh,3.2,Mathematics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2035614
Nathan Cottam,0.0,Dance,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2036665
Paul Di Lella,4.8,Administration Of Justice,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2037571
Thomas Kim,1.6,Mathematics,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2040792
Jonathan Knight,5.0,Music,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2042281
Jerren Lim,0.0,English,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2043728
Michelle Westbrook,2.9,English,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2048995
Skye Dent,2.6,Journalism,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2049891
Joseph Almeida,3.6,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2050853
Brian Schick,4.2,Computer Science,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2053009
David Melinkoff,3.0,Anthropology,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2058006
Norman Lo,1.5,Economics,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2059479
Michael Wells,4.5,Administration Of Justice,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2059678
Laura Marostica,4.9,English,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2061904
Tina Schrader-Richter,4.6,Languages,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2062155
Kathaeryne Soluri,5.0,Anthropology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2063560
John Roemer,2.0,Physical Education,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2066467
Alice Shaw,5.0,Art,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2067368
Christina Arenas,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2069872
James Catherman,5.0,Engineering,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2069943
Rebecca Gaydos,4.9,English,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2072189
Yufuko Kurioka,5.0,Languages,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2072194
Zhao Hao,3.3,Physics,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2072982
Rebecca Opsata,5.0,Speech,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2073543
Christopher Wu,2.6,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074227
Seanna Martin,3.6,Biology,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074366
Adam Casias,0.0,Geology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074555
Lindsey Lanfersieck,3.0,English,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074805
Garland Brinkley,1.4,Economics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074852
Salem Abaalhareth,4.0,Mathematics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2075841
Jim Blair,4.1,Business,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2076283
Jim Ellis,1.5,Geography,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2077695
Miriam Worsham,4.7,Business,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2077714
Denise Benetatos,3.8,Sociology,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2078872
Jim Finnegan,2.5,Art,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2080847
Christopher Rozeville,2.8,Languages,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2083036
Sam Johnson,4.7,Computer Science,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2084965
Caroline Gochoco-Tsuyuki,4.9,Chemistry,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2093462
Darrell Lim,3.0,Physics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2093587
Ashley Young,4.5,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2098074
Olga Fish,2.0,Accounting,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2099436
Alexander Harrison,4.3,Computer Science,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2102427
Mark Isham,5.0,Counseling,1.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2104464
Natalie Kellner,3.9,Communication,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2104886
Brandon Wilson,5.0,Business,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2105986
Ekaterina Fuchs,4.9,Mathematics,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2106750
Jessica Bertine,1.0,Theater,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2110839
Jasmine Evans,1.5,English,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2111404
George Arab,4.6,Chemistry,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2113769
Rachel Cunningham,4.8,Geography,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2114254
Sarah Britto,4.3,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2118900
Julius Laksono,0.0,Business Administration,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2121416
Dan Reimer,2.3,Accounting,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2122319
Patrick Huet,2.4,Physics,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2123423
Kristine Stolakis,4.0,Film,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2123540
Christopher Dudzik,4.0,Chemistry,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2123925
Jie Wu,4.1,Physics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2125959
Terry Solomon-Tilley,4.8,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2126356
Yunzhu He,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2127058
M. Firouzi,3.9,Engineering,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2128348
Cameron Teichgraeber,4.2,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2130938
J. Gothard,3.2,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2136665
Zahrasadat Alavi,2.8,Computer Science,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2136941
Anna Karelina,3.1,Physics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2137878
Douglas Long,1.9,Science,4.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2138912
Yang Liu,0.0,Music,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2139028
Nicole Opper,5.0,Film,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2139344
Gong Tian,5.0,Languages,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2141568
Bethlyn Black,0.0,Biology,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2141710
Kaushalya Ekanayake,5.0,Chemistry,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2142653
Kevin White,5.0,Film,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2144406
Noelle Arms,5.0,Theater,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2148003
Trevor Gonzalinajec,2.8,Physics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2148417
Al Douex,2.0,Health Science,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2148858
Amy Farhood,0.0,Dance,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2148943
Queen Mack,2.3,Accounting,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2150219
Christine Laymon,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2152249
Gwen Augustin,5.0,Psychology,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2153397
Kathryn Webster,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2155165
Sheila Lau,0.0,Education,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2155194
Alicia Jensen,2.0,Geography,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2159121
Jobic Chan,1.0,Mathematics,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2159212
Brittany Johnson,2.0,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2159384
Ian Ross,3.4,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2160860
Vu Nguyen,4.8,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2165126
Deidre Rubcich,4.8,Psychology,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2176108
Sora Aoi,4.0,Film,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2178462
Jasmine Wade,4.5,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2179677
Jason Segrea,0.0,Administration Of Justice,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2179934
Jason Hui,0.0,Administration Of Justice,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2182171
Scott Star,5.0,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2184299
Brian Frank,5.0,Engineering,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2187169
William Breder,4.2,Mathematics,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2188301
Donna Saffell,4.0,Administration Of Justice,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2194553
Damien Martin,4.3,Physics,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2196542
Gino Forlin,4.5,Music,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2197181
Steven Peterson,4.4,Addiction Studies,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2197351
Jeffery Johnson,0.0,Chemistry,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2197404
Zach Straus,4.0,Mathematics,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198892
Michele Krup,4.3,Art,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2199619
Richard Cartwright,2.9,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2199720
Richard Webster,3.2,Mathematics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2199911
Gregory Tilles,0.0,History,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2200299
Ryan Weible,5.0,Theater,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2200581
Hazel Crawford,5.0,English,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2200901
Gwen Agustin,5.0,Psychology,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2202933
Damien Martin,0.0,Mathematics,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2203630
Andrew Crockett,2.0,English,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2206724
Glenda Robinson,4.0,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2206826
Steve Takata,3.9,Biology,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2207054
Masumi Kodama,0.0,Culinary Arts,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2209360
Shannon Padilla,4.6,Communication,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2211768
Kat King,4.7,English,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2212351
Megan Garcia,5.0,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2214380
Vu Nguyem,5.0,Mathematics,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2215951
Emily Fox,3.7,Biology,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2215962
Glenn Appell,3.0,Music,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2217699
Salvador Rico,3.7,Mathematics,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218738
Dennis Donohue,4.7,Mathematics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218739
Jennifer Breckon,5.0,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218742
Heather Freitas,5.0,Mathematics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218747
Bryan Mendez,3.7,Physics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2221609
Sharon Brown,3.7,Psychology,1.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2222031
Deirdre Frontczak,0.0,Philosophy,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2223627
Victor Asemota,3.0,Biology,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2223739
Michael McDowell,2.5,Chemistry,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225266
Erwin Parco,5.0,Engineering,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225916
Randolph Leptien,5.0,Engineering,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225917
Luke Gibbons,0.0,Engineering,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2225918
